Date,Price_10g_hist,Price_10g_mcx,Gold_Price
1978-12-29,,,
1979-01-01,,,
1979-01-02,576.430305271111,,576.430305271111
1979-01-03,579.4203224717476,,579.4203224717476
1979-01-04,582.4746411175591,,582.4746411175591
1979-01-05,592.7307216229684,,592.7307216229684
1979-01-08,591.9912550034562,,591.9912550034562
1979-01-09,585.9469191570081,,585.9469191570081
1979-01-10,579.8382818653849,,579.8382818653849
1979-01-11,583.4070120725962,,583.4070120725962
1979-01-12,573.1187808445994,,573.1187808445994
1979-01-15,572.9258765090746,,572.9258765090746
1979-01-16,577.5877312842606,,577.5877312842606
1979-01-17,592.2484607841561,,592.2484607841561
1979-01-18,598.5500024113041,,598.5500024113041
1979-01-19,623.9812239780089,,623.9812239780089
1979-01-22,606.6519845033517,,606.6519845033517
1979-01-23,609.3847959232884,,609.3847959232884
1979-01-24,619.2550677576478,,619.2550677576478
1979-01-25,623.0167023003842,,623.0167023003842
1979-01-26,620.2838908804475,,620.2838908804475
1979-01-29,606.6841352259393,,606.6841352259393
1979-01-30,617.8082852412108,,617.8082852412108
1979-01-31,591.8305013905187,,591.8305013905187
1979-02-01,619.5765749835227,,619.5765749835227
1979-02-02,613.2428826337872,,613.2428826337872
1979-02-05,633.9800987027184,,633.9800987027184
1979-02-06,641.9856286270034,,641.9856286270034
1979-02-07,652.9811757519251,,652.9811757519251
1979-02-08,669.0565370456702,,669.0565370456702
1979-02-09,643.3038082530904,,643.3038082530904
1979-02-12,657.9323870303984,,657.9323870303984
1979-02-13,643.207356085328,,643.207356085328
1979-02-14,625.8781166106709,,625.8781166106709
1979-02-15,645.6829617245647,,645.6829617245647
1979-02-16,648.383622421914,,648.383622421914
1979-02-19,658.2538942562735,,658.2538942562735
1979-02-20,653.4312858681499,,653.4312858681499
1979-02-21,655.6175350040992,,655.6175350040992
1979-02-22,659.9578825534103,,659.9578825534103
1979-02-23,656.517755236549,,656.517755236549
1979-02-26,654.1064510424872,,654.1064510424872
1979-02-27,647.0975935184142,,647.0975935184142
1979-02-28,646.7760862925394,,646.7760862925394
1979-03-01,650.6984744482132,,650.6984744482132
1979-03-02,649.6053498802385,,649.6053498802385
1979-03-05,634.0444001478933,,634.0444001478933
1979-03-06,624.1098268683588,,624.1098268683588
1979-03-07,628.2251193595575,,628.2251193595575
1979-03-08,617.229572234636,,617.229572234636
1979-03-09,623.1131544681466,,623.1131544681466
1979-03-12,623.6275660295465,,623.6275660295465
1979-03-13,631.2472872827817,,631.2472872827817
1979-03-14,633.3370842509686,,633.3370842509686
1979-03-15,633.4013856961435,,633.4013856961435
1979-03-16,634.3016059285933,,634.3016059285933
1979-03-19,648.4479238670889,,648.4479238670889
1979-03-20,640.3137910524539,,640.3137910524539
1979-03-21,635.8448406127927,,635.8448406127927
